Unnamed: 0.1,genre,original_lyric,generated_lyric,model,PAV,SSV,MSV,cleaned_generated_lyrics,genre_class_act,genre_class_pred,correct_classifcation
7,Rap,"Through hell you know I'm fighting
Through the yell (Yell), you know I'm fighting
I've been, yeah-yeah, yeah-yeah, yeah-yeah
Through the yell, causing hell, yeah-yeah
Through hell (Hell), you know I'm fighting
Through the yell (Yell), you know I'm fighting
I've been, yeah-yeah, yeah-yeah, yeah-yeah
Through the yell, causing hell, yeah-yeah (I love Trippie Redd)

Roadkill, roadkill, roadkill, roadkill
Roadkill, roadkill, roadkill, roadkill
Roadkill, roadkill, roadkill, roadkill
Roadkill, roadkill, roadkill, roadkill

I've been causing hell, yeah-yeah (Yeah)
I've been causing hell, yeah-yeah (Ayy)
I've been on your trail, not hard to smell
Better find some help, yeah-yeah (I love Trippie Redd)
You not hard to find, yeah-yeah
It's hell, bitch, it's summertime, yeah-yeah
On your ass like a spy, yeah-yeah
And you'd get slimed

Ooh
Ooh
Ooh
Yeah (I love Trippie Redd)
(Yeah)

Through hell you know I'm fighting
Through the yell (Yell), you know I'm fighting
I've been, yeah-yeah, yeah-yeah, yeah-yeah
Through the yell, causing hell, yeah-yeah
Through hell (Hell), you know I'm fighting
Through the yell (Yell), you know I'm fighting
I've been, yeah-yeah, yeah-yeah, yeah-yeah (I love Trippie Redd)
Through the yell, causing hell, yeah-yeah

Roadkill, roadkill, roadkill, roadkill
Roadkill, roadkill, roadkill, roadkill
Roadkill, roadkill, roadkill, roadkill
Roadkill, roadkill, roadkill, roadkill

Through the yell, causing hell, yeah-yeah
(I love Trippie Redd)",through hell you know im fighting through the yell yell you know im fighting ive been thats the time to take a breather for real  im feeling ready to fuck some fucking wall<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"through hell you know im fighting through the yell yell, you know im fighting ive been, thats the time to take a breather for real  im feeling ready to fuck some fucking wall",5.0,5,1
8,Rap,"From front to back street, listen, we on a mission
To get right, workin' street corner in the midnight
Picture the scene, these fiends with fire
Ten dollar dreams, scheme, for a sack of that, believe that
I'm wit' whateva like Wheatstraw
Stuck servin' my cocaine raw
Drop sixty-two off the brick, jump back
Twenty over, now that's mo' money to get
Slick, we fin' to lick on this corner without gettin' caught
But time, keep a sleepin' and money gettin' short
Plus that crooked cop Brock think we blow slangin' (fuck him)
That why he ride through the hole with the do' swangin'
But I make moves, shake them tricks up out they shoestrings
Be more precise when we do things
'Cause life is like shakin' the dice, but I buck back twice
Like five-deuce, fo'-trey, okay

I'm strictly stressin' dirty dirty
Gon' represent it to the T-top
Born and bred up on the street top
Get to the money and the sweet spot
And forever hollerin' ""Hootie Hoo!"" when we see cops
I'm strictly stressin' dirty dirty
Gon' represent it to the T-top
Born and bred up on the street top
Get to the money and the sweet spot
And forever hollerin' ""Hootie Hoo!"" when we see cops

Shit, cops and robbers, niggas be bound to get them dollars and cents
They get in a slump like baseball players when they short on they rent
Anything goin', you ain't knowin' how much money you spent
But in the real world you surrounded by these ladies and gents
Who hang around you 'cause you be buyin' all the weed and all the chicken
Feedin' everybody, smokin' 'em out
When you was broke though they was missin'
Now you ridin' 'bout fo' deep, startin' to tear up your suspension
And your baby mamma on child support, my fault, forget to mention
You don't even have a checking account wasn't thinking about no pension
I used to work at Steak 'N' Ale, Old Gold off in the kitchen
Had determination and graduated, now I got the whole rap world fascinated
I wanted a piece of the pie for me and my family so I made it
Continue to sell dope, it's payin' the bills so you gon' do it
But legislation got this new policy: three strikes and you're ruined
Now where your crew at? Yeah

I'm strictly stressin' dirty dirty
Gon' represent it to the T-top
Born and bred up on the street top
Get to the money and the sweet spot
And forever hollerin' ""Hootie Hoo!"" when we see cops
I'm strictly stressin' dirty dirty
Gon' represent it to the T-top
Born and bred up on the street top
Get to the money and the sweet spot
And forever hollerin' ""Hootie Hoo!"" when we see cops

Ay, me and my buddy on the cut and they know we servin' 'em slabs
We better watch what we doing, and look out for Joe Nab
And quit re-ing up and standing on this same old block
Before our gangsta-ass partner get both of us shot
Niggas talkin' 'cause they making some flow
But still ain't did nothin' that ain't been done befo'
You can't be trying to showcase, just put it down for your spot
And improvise and work with that little you got
So I think when I finish selling my last sack
I'ma take some of this money, go and give some back
'Cause people won't forget about the time you gave, knowmsayin'?
And start thinkin' 'bout a path to pave

I'm strictly stressin' dirty dirty
Gon' represent it to the T-top
Born and bred up on the street top
Get to the money and the sweet spot
And forever hollerin' ""Hootie Hoo!"" when we see cops
I'm strictly stressin' dirty dirty
Gon' represent it to the T-top
Born and bred up on the street top
Get to the money and the sweet spot
And forever hollerin' ""Hootie Hoo!"" when we see cops

This is uh… a lil'… tune that we composed back on the first album
I know a lot of y'all, uh, playas out there thought we wasn't gon' come back at y'all with this thang here, but… it go a lil' some' like this!","from front to back street listen we on a mission to get right workin street corner get low in the dirt weed out your cars slingshot for a cool four lee thayer wrote in his journal on september 4 2002 if i could see a bigger news section and a bigger site i'd be more open to it

related: and if your brain can do the math what is the problem?

no one is stopping me it's just that when they try to talk me out of a change i get scared<|endoftext|>",gpt2,0.4,1.0,0.6154631223365412,"from front to back street, listen, we on a mission to get right, workin street corner, get low in the dirt, weed out your cars, slingshot for a cool four, lee thayer wrote in his journal on september 4, 2002. if i could see a bigger news section, and a bigger site, id be more open to it.

related and if your brain can do the math, what is the problem?

no one is stopping me. its just that when they try to talk me out of a change, i get scared",5.0,5,1
9,Rap,"Come on (come on)
Take it back (take it back)
70's style (style)
I'll do, anything
All y'all old school Studio 54ers
That's, my, word!
There's nothing in the world that I won't do
I'll give my world to you, if you want me to
I'll do, anything
That's, my, word!
O.D.'n on this one fleein, all eyes seein
Dominant supreme being, face the mental
Deep concentration break the point on a pencil
Keep my cliches out your dental, capiche?
Shit that I been through is cause for parental
Discretions no question my Westside Connections
L.A. Confidential, world don't stop
'less it's mental, Staten residentials, you wit it?
Wu-Tang, Forever and a day, 'til I'm old and decayed
I'm commited; look ma, we did it
Top of the the world, tell it to my firstborn
And my baby girl, did it my way, take the low ride
On the highway, out the sunroof, yellin
""Thank God it's Friday!"" Show a nigga love
If he got my sound pull the plug, he's not underground
Call him mud, when I flood the airwaves
Household and stairways (rainy days)
Waiting for these paydays, think not of the ends
If I got twenty, my brother get ten
Now let the madness begin motherfuckers!
There's nothing in the world that I won't do
I'll give my world to you, if you want me to
I'll do, anything.. anything.. anything.. anything..
There's nothing in the world that I won't do
I'll give my world to you, if you want me to
I'll do, anything..
Yo, yo, yo!
We got love for those with love for us
Baby you can look but don't touch, I'm fried off the dust
And plus, the only thing I trust is a fund
Ain't no fun, just paranoid niggas totin guns
In apparel, keep us camouflaged in the shadows
That's where I bring this tale that you never get to tattle
Obliterate the tri-state, and the crime rate
Tell them swine niggas fly straight, you can call it fate
And if it ain't mine, call it fake, bottom line
End the case, spoonfeed the track just a taste
Of the side dish, soup of the day, I come Wright like N'Bushe
For them Dead Presidents
Fuck what you say, and he say, and she say, and they say
Vacate the premises, caught up in the melee
Sentence this song, to twenty-five years hard labor
In the system, where it takes the form of my wisdom
Respect mine, take my time and protect nine
Next on the frontline, Mr. Meth
No more no less, what you see is what your ass get
Set it off I suggest
There's nothing in the world that I won't do
I'll give my world to you, if you want me to
I'll do, anything.. anything.. anything.. anything..
There's nothing in the world that I won't do
I'll give my world to you, if you want me to
I'll do, anything.. anything.. anything..
Not a problem that I can't fix
Cause I can do it, in the mix
Not a problem that I can't fix
Cause I can do it, in the mix",come on come on take it back take it back 70s style style ill do anything young looking had i guess? how bout you keep the seat low and let the girls drift off im on the run with the girls on the run i feel like i can get off the street so take a look around im not from the city ill get my girl off the street  <|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"come on come on take it back take it back 70s style style ill do, anything young looking had i guess? how bout you keep the seat low and let the girls drift off im on the run with the girls on the run i feel like i can get off the street so take a look around im not from the city ill get my girl off the street  ",5.0,5,1
10,Rap,"Fat dub sack! Remix of Method Man for ya one time. Yeah

M-E-T, H-O-D, Man
M-E-T, H-O-D, Man
M-E-T, H-O-D, Man
M-E-T, H-O-D, Man

Hey you get off my cloud
See me get raw with my southpaw style
Mover, puffin' on a fat blunt from Cuba
It's the Meth-Tical jet to Cal, I'm the Buddha
Monk on the hunt for machine gun funk
I gets you open like a slug from the shotgun pump
Double-barrel, yeah Meth bring it to them proper
Partner, you ain't got no wins in mi casa
Straight up, you movin' too fast so baby wait up
Took one, added seven more now you eight up
Get on down wit' your bad self
Get on down, listen to the sound, come on
Few can ever get this ultimate legit
See you all up in my ass
But you don't know shit, uh-huh
What's your definition of a real emcee
From what you dedicated, hey it must be me
Meth-Tical, a rude descendant of the loud hip-hop
I go on to the break of dawn, and just don't stop
Give me the green light, and the sign one way
Have you had your meth today?
Huh, move it in, move it out
Stick it in, pull it out
Shake it up, shake it down
Come on down, Meth-Tical
Oh I hope and pray that I will
But today I am still
Just a...

M-E-T, H-O-D, Man
M-E-T, H-O-D, Man
M-E-T, H-O-D, Man
M-E-T, H-O-D, Man

Rrrappers can't get with the style, extra wicked
Rap flow is bangin' like butter on a biscuit
A tisket, a tasket I'm not tryin' to have it
Might show up, stun 'em and run 'em when they raggin'
Those who test it, respect it, the method
You know I can't be messed with, I'm hectic, accept it
I'll break it down, I get down for my crown
Filthy, dirty like a worm underground
Tryin' to avoid the early bird, that's my word
Before I kick the bucket I'm a kick 'em to the curb
Check out the cloud, smoked out from the mouth
Other brothers got mad fly, flew south for the (winter)
Hey, enter the square if you dare
Without a flaw, I'm so raw that I'm rare
I'm goin' to the country, I'm goin' to the fair
To see the senorita, with flowers in her hair
And get mine, cause she love me long time
Bartender bring more wine
Get in line for the...

M-E-T, H-O-D, Man
M-E-T, H-O-D, Man
M-E-T, H-O-D, Man
Here I am, here I am, the Method Man

Wu-Tang, killer bees on the swarm, it ain't safe no more
P.L.O. Style. 1993 to '94, the rugged raw
And we out
(Sample from  Shaolin & Wu-Tang)
It's our secret! Never teach the Wu-tang",fat dub sack! remix of method man for ya one time yeah met hod man met hahaha wow the sound againthis time it's to make all the gangs proud just sit back and relax and then make all the thugs know how cool you really are! yeah met hod man met hahaha wow the sound againthis time it's to make all the gangs proud just sit back and relax and then make all the thugs know how cool you really are! yeah met hod man met hahaha<|endoftext|>,gpt2,0.0,0.0,0.0,"fat dub sack! remix of method man for ya one time. yeah met, hod, man met, hahaha, wow, the sound again..this time its to make all the gangs proud, just sit back and relax and then make all the thugs know how cool you really are! yeah met, hod, man met, hahaha, wow, the sound again..this time its to make all the gangs proud, just sit back and relax and then make all the thugs know how cool you really are! yeah met, hod, man met, hahaha,",5.0,5,1
11,Rap,"Man y'all play too much
Now now Percival, don't fret
We're here to help you *laughs*
I told you to bring good songs... what are you gonna do now?
Look at the keys... well... you gotta do something
Keep your eyes on the keys... here's looking at you kid *laughs*
Okay okay... well... make up somethin... yeah right
You won't make sense... I don't know lets try it
Here we go *clears throat*

Makes no sense at all
Makes no sense at all
Makes no sense at all
Makes no sense at all

ABC, 123, Do-re-mi, out of key
(you got that right)
Out of touch, out of tune, butterknife, tea spoon
(now what was that)
Razz-a-matazz, Thing-a-majig, whatchamacallit, bullshit
So and so, such and such (bullshit!) pretty much
(I think I'm gonna throw up)

Makes no sense at all
Makes no sense at all (blah blah blah blah)
Makes no sense at all (blah blah blah blah)
Makes no sense at all (blah blah)

1 and 1 makes 2, 2 and 2 makes 4, 4 and 4 makes 8 and 8 makes 16
16 and, 16 makes (32 Percival)
Ahh makes no sense at all
Who needs lyrics anyway (ummm... YOU!)

How in the hell do we get ourselves in these situations?
How in the hell do we get ourselves in these situations?
How in the hell do we get ourselves in these situations?
How in the hell do we get ourselves in these situations?
How in the hell do we get ourselves in these situations?
How in the hell do we get ourselves in these situations?
How in the hell do we get ourselves in these situations?
How in the hell do we get ourselves in these situations?
(during bridge) (bridge continues throughout)
Hey! Hey little buddy where you going?
Come back man! We was just playin! Come on man!
See I pissed him off
{*bridge fades out to piano solo*}",man yall play too much now now percival dont fret were here to help you *laughs*<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"man yall play too much now now percival, dont fret were here to help you *laughs*",5.0,5,1
12,Rap,"Dirty soda, Spike Lee
White girl, Ice T
Fully loaded AP, yeah

I just fucked your bitch in some Gucci flip flops
I just had some bitches and I made 'em lip lock
I just took a piss and I seen codeine coming out
We got purple Actavis, I thought it was a drought

Bitch, I'ma choose the dirty over you
You know I ain't scared to lose you
They don't like it when you're telling the truth
I'd rather be realer than you
I had to make me a cot
Now I called a contractor to make me a spot
I sold the dope out your house
Now you come to my house, I've got dope in the couch
You know I don't fuck with no rumors
Rocking red bottoms like they Pumas
Got these meds on me, I'ma do 'em
I take these pills and I'm having a thrill
Taking prescription's a hell of a feeling
As for the xanny, I never forgot it
Got 'em begging to call up my phone tryna have a menage
Gotta put up the cash, can't even stay in the house
Cause there’s too much too hide
Whip the four to a nine, gotta pay up the rent, I was too far behind
Fuck I'm too out of time, fuck 'em two at a time
Had to do what I had to do to get where I'm at, niggas know I ain't lying
Niggas know I ain't lying
It's a lot on my mind, it's a lot on my plate
But I never complain
I was working the weight like I came out the gym
I never did train
Put the girl on a train
Strapped a bird on her back, now she came back with change

I just fucked your bitch in some Gucci flip flops
I just had some bitches and I made 'em lip lock
I just took a piss and I seen codeine coming out
We got purple Actavis, I thought it was a drought
I just fucked your bitch in some Gucci flip flops
I just had some bitches and I made 'em lip lock
I just took a piss and I seen codeine coming out
We got purple Actavis, I thought it was a drought

I strapped the dope to your spouse
The first time I gave her an ounce
I put some free bands in her account
I told her, ""Bitch, can't be running your mouth
Better watch what you say to these niggas
Cause you already know what they 'bout""
Put the game in a choke in a knot
Hit that bitch while I'm choking her out
Put that hook on her, now she got love in the south
I got some purp on me now
Stacking these styrofoams up by the double
They done let me back in, now they know they in trouble
Valet the whip by the front door
On a percocet now and I need me some more
Tell me them lies that you want me to hear
I try to forget, but it's hard to forgive
Take me some codeine and pop me a pill
I pull on a blunt and blow smoke out my ears
I smoke on this blunt, I get high as I can
I float off the Earth in designer
I’m working on having some manners
I’m thinking about it right now
I’m holding the cash while I pour up the lean
Then I put one in the air

I just fucked your bitch in some Gucci flip flops
I just had some bitches and I made 'em lip lock
I just took a piss and I seen codeine coming out
We got purple Actavis, I thought it was a drought
I just fucked your bitch in some Gucci flip flops
I just had some bitches and I made 'em lip lock
I just took a piss and I seen codeine coming out
We got purple Actavis, I thought it was a drought

Thought it was a drought, thought it, thought it was a drought
We thought it was a drought, we poured an Actavis
Bitch, I'ma choose the dirty over you
You know I ain't scared to lose you
They don't like it when you're telling the truth
I'd rather be realer than you
(Young Metro, Young Metro, Young Metro
Young Metro, Young Metro, Young Metro
Young Metro, Young Metro, Young Metro
Young Metro, Young Metro, Young Metro
Young Metro, Young Metro, Young Metro)",dirty soda spike lee white girl ice t fully loaded ap yeah i just fucked your toes with a rube at least put a little lipstick on them in a bathtub bitch i have a whole sub litter most of them homies got some some of them jumped right out of a full dose so if they want to fuck me they can fuck me and they cant fuck my thighs so fuck me fuck their dick my fuckor pussy my pussy my pussy they know fuck me till i get them and they cant get me<|endoftext|>,gpt2,0.0,0.0,0.0,"dirty soda, spike lee white girl, ice t fully loaded ap, yeah i just fucked your toes with a rube, at least put a little lipstick on them in a bathtub, bitch i have a whole sub litter, most of them homies got some, some of them jumped right out of a full dose, so if they want to fuck me, they can fuck me, and they cant fuck my thighs, so fuck me fuck their dick, my fuckor pussy, my pussy, my pussy, they know, fuck me till i get them, and they cant get me,",5.0,2,0
13,Rap,"Hehe, yeah
You know I'm posted in the booth with the booth with Ronny J
Gotta get in the mood, hehe
You know how I'm rockin'
Gang, gang, gang
Hehe, yeah, yeah
Ronny J produced it!

Boy, I'm sippin' tea in yo hood, what the fuck is up, you buttercup?
Purrp in that blunt, smoking suicide bloody blunts
Pussy boy you talkin' shit for Twitter, it ain't addin' up
How these pussy niggas movin' day to day? I had enough
Post with that fucking blade, bitch I'll skin your face
Dick on that fucking gun, I love it when they run
Fuck all that talkin' shit, do that shit for fun
Fuck 'round with these niggas, ayy
Stab a body, fuck do you mean
Comes with that Glock and that beam
Put that shit right in yo spleen, ayy
Run through yo hood, ayy
Fuck nigga, what's really good, ayy
My niggas wish that you would, ayy, ayy

Bitch, I'm sippin' tea in yo hood, what the fuck is up?
Bitch, I'm sippin' tea in yo hood, what the fuck is up?
Bitch, I'm sippin' tea in yo hood, what the fuck is up?
Bitch, I'm sippin' tea in yo- ayy, ayy
Bitch, I'm sippin' tea in yo hood, what the fuck is up?
Bitch, I'm sippin' tea in yo hood, what the fuck is up?
Bitch, I'm sippin' tea in yo hood, what the fuck is up?

Bitch, I'm sippin' tea in yo hood, you a fake fuck
I don't need parental supervision, I just need drugs
We just smoke purp, who the fuck Purrp be fallin' off
Arizona tea on his corpse in a parking lot
All you do is talk, stop, get my dick sucked
Pull up with a dick, finna fuck you up
Put 'em in your mouth, got you choking out
Pull up 20 deep, it's still not enough

Skinny but I'll bang it with the blade
Not afraid to die and you looking like a stain ok
You afraid of X you need ego death
You afraid of death, horror movie, triple X
You a fake fuck boy, yuh, yuh, yuh
You a fake fuck boy, yuh, yuh, yuh",hehe yeah you know im posted in the booth with the booth with ronny j gotta do it that theres a button down between ronny and gunna go over that button down cause youre left you know nigga gotta go bam bam to it no it's a joke though youre for real i was just like youre really shit in yo body right now yall just fuck me up and bitch right now youre a meh have to faggot this faggot right now get my cash up before i get my ass turned you know and<|endoftext|>,gpt2,0.0,0.0,0.0,"hehe, yeah you know im posted in the booth with the booth with ronny j gotta do it that theres a button down between ronny and gunna go over that button down cause youre left you know nigga gotta go bam bam to it, no its a joke though youre for real i was just like youre really shit in yo body right now yall just fuck me up and bitch right now, youre a meh have to faggot this faggot right now get my cash up before i get my ass turned you know and",5.0,5,1
14,Rap,"I don't wanna rush
But I already rushed it, so fuck it
I know that it’s love
But I'm also lust, and I love it (Yeah)
I don't wanna rush
But I already rushed it, so fuck it
I know that it’s love
But I'm also lust, and I love it

Kinda fucked up how we fuckin'
You gettin' choked out, and you love it
We too busy focused on depression
Damn, I can't really focus under pressure
Damn, I ain't know that you were such a druggie
It's ironic cause you're the one that’s addicting
It’s ironic cause you're the piece that I’m missing
And you say that I'm the piece that make ends meet
Damn, still gettin' no peace, Still gettin' no sleep
Every time you work for me, promise you won’t play with me
They told me to stay away, I told you to stay with me
Pack your bags, pretty ass, come live in LA with me

I don't wanna rush
But I already rushed it, so fuck it
I know that it's love
But I'm also lust, and I love it (Yeah)
I don't wanna rush
But I already rushed it, so fuck it
I know that it's love
But I'm also lust, and I love it

I know how you feel
I've been through it too bae
But I want this for real, for real
I don't want a new bae
It's just me and you bae
I'm thinkin' 'bout you bae
While I'm in the stu-, bae
If a nigga try it, you know I'm gon' shoot bae
He gon' end up dyin'
He fuckin' with you bae
Maybe I was lyin'
When I said it was just you
Maybe I got a few bae
Or maybe it's just you, bae
But don't get it confused, bae
I love you bae, I love you bae, I love you bae

I don't wanna rush
But I already rushed it, so fuck it
I know that it's love
But I'm also lust, and I love it (Yeah)
I don't wanna rush
But I already rushed it, so fuck it
I know that it's love
But I'm also lust, and I love it","i dont wanna rush but i already rushed it so fuck it i know that it’s up to me

kyung soo na do we all carry the same unit so fight?

yoyop aye of course<|endoftext|><|endoftext|>",gpt2,0.4,1.0,0.6924907496947543,"i dont wanna rush but i already rushed it, so fuck it i know that it’s up to me

kyung soo na do we all carry the same unit so fight?

yoyop aye, of course",5.0,5,1
15,Rap,"Did you realize
That you were a champion in their eyes?

Yes, I did
So I packed it up and brought it back to the crib
Just a little something, show you how we live
Everybody want it but it ain't that serious
Mhm, that's that shit
So if you gon' do it, do it just like this

Did you realize
That you were a champion in their eyes?

You don't see just how wild the crowd is
You don't see just how fly my style is
I don't see why I need a stylist
When I shop so much I can speak Italian
I don't know, I just want it better for my kids
And I ain't sayin' we was from the projects
But every time I wanted layaway or a deposit
My dad'd say ""when you see clothes, close your eyelids""
We was sort of like Will Smith and his son
In the movie, I ain't talkin' 'bout the rich ones
Cause every summer, he'd get some
Brand new harebrained scheme to get rich from
And I don't know what he did for dough
But he'd send me back to school with a new wardrobe

Did you realize
That you were a champion in their eyes?

I think he did
When he packed it up and brought it back to the crib
Just a little somethin', show you how we live
Everything I wanted, man it seem so serious
Mhm, that's that shit
So if you gon' do it, do it just like this

Did you realize
That you were a champion in their eyes?

When it feel like living's harder than dyin'
For me givin' up's way harder than tryin'
Lauryn Hill said her heart was in Zion
I wish her heart still was in rhymin'
'Cause who the kids gon' listen to, huh?
I guess me if it isn't you
Last week I paid a visit to the institute
They got the dropout keepin' kids in the school
I guess I cleaned up my act like Prince'd do
If not for pleasure, then at least for the principle
They got the CD, they got to see me
Drop gems like I dropped out of PE
They used to feel invisible
Now they know they invincible

Did you realize
That you were a champion in their eyes?

This is the story of a champion
Runners on their mark and they pop their guns
Stand up, stand up, here he comes
Tell me what it takes to be number one
Tell me what it takes to be number one
This is the story of a champion
Runners on their mark and they pop their guns
Stand up, stand up, here he comes
Tell me what it takes to be number one
Tell me what it takes to be number one

Did you realize
That you were a champion in their eyes?

Yes I did
So I packed it up and brought it back to the crib
Just a little somethin', show you how we live
Everybody want it, but it ain't that serious
Mhm, that's that shit
So if you gon' do it, do it just like this... like this

Did you realize
That you were a champion in their eyes?",did you realize that you were a champion in their eyes? yes i did so i did im playing straight with no problems cause of habit imma get back to doing my best since its 3am when im at the gym and we meet again thats when im going to be real cool after its a nice day i love my fantasy life i just hang out watch tv with my friends whats up when im done i go to the mall sleep at my friend's place eat at the bar take a nap want to spend<|endoftext|>,gpt2,0.0,0.0,0.0,"did you realize that you were a champion in their eyes? yes, i did so i did im playing straight, with no problems cause of habit imma get back to doing my best since its 3am, when im at the gym, and we meet again, thats when im going to be real cool.. after its a nice day i love my fantasy life i just hang out, watch tv with my friends, whats up.. when im done i go to the mall, sleep at my friends place, eat at the bar, take a nap, want to spend",5.0,5,1
16,Rap,"Brenda's got a baby

I hear Brenda's got a baby, but Brenda's barely got a brain
A damn shame, the girl can hardly spell her name
""That's not our problem, that's up to Brenda's family""
Well, let me show you how it affects our whole community
Now Brenda really never knew her moms
And her dad was a junkie, puttin' death into his arms
It's sad, 'cause I bet Brenda doesn't even know
Just 'cause you're in the ghetto doesn't mean you can't grow
But oh, that's a thought, my own revelation
Do whatever it takes to resist the temptation
Brenda got herself a boyfriend
Her boyfriend was her cousin, now let's watch the joy end
She tried to hide her pregnancy, from her family
Who really didn't care to see, or give a damn if she
Went out and had a church of kids
As long as when the check came they got first dibs
Now Brenda's belly's gettin' bigger
But no one seems to notice any change in her figure
She's twelve years old and she's havin' a baby
In love with a molester, who's sexin' her crazy
And yet and she thinks that he'll be with her forever
And dreams of a world where the two of them are together
Whatever, he left her and she had the baby solo
She had it on the bathroom floor and didn't know, so
She didn't know what to throw away and what to keep
She wrapped the baby up and threw him in a trash heap
I guess she thought she'd get away, wouldn't hear the cries
She didn't realize how much the little baby had her eyes
Now the baby's in the trash heap, bawlin'
Momma can't help her, but it hurt to hear her callin'
Brenda wants to run away
Momma say you makin' me lose pay
There's social workers here every day
Now Brenda's gotta make her own way
Can't go to her family, they won't let her stay
No money, no babysitter, she couldn't keep a job
She tried to sell crack but end up gettin' robbed
So now, what's next? There ain't nothin' left to sell
So she sees sex as a way of leavin' hell
It's payin' the rent, so she really can't complain
Prostitute, found slain, and Brenda's her name
She's got a baby","brendas got a baby i hear brendas got a baby but brendas barely got a brain but we really gotta get the album in its time

16044:10: cause it is impossible to have a record that is no longer relevant

16044:12: i said 'no i said 'well you know you can do this' 

1604:14: yeah like the next thing i know it's out

1604:15: yeah like<|endoftext|>",gpt2,0.4,1.0,0.5841941314559971,"brendas got a baby i hear brendas got a baby, but brendas barely got a brain, but we really gotta get the album in its time

1604410 cause it is impossible to have a record that is no longer relevant.

1604412 i said, no, i said, well, you know, you can do this. 

160414 yeah, like, the next thing i know, its out.

160415 yeah, like,",5.0,5,1
17,Rap," Mic checka..
 Yes y'all, and I am..
The grand, imperial wizard.. D.M.C..
And you're listening to the sounds..
As we take you onnnnnn down..
To the lasssssssssssst STOP!
Chorus: Run-D.M.C. (repeat 4X)
Come on everybody, let's all get down

K-k-k-coolin (coolin) relaxin and we're coolin
Rulin while we're schoolin, taught the teacher, who ya foolin?
While in, trainin, your brain and foe are entranced
I talk to tiny tots and just like Watson, ""Elementary""

Back in eighty-two and three I made the word 'DEF'
Gave life to the mic now you know liggity-left
Riggity-right (RIGHT, all that, swinger)
You was crappin in your Pampers now don't tamper with the king

Baddest of the bad, I think of thickness here I come
I get dumb (diddy) dumb (diddy diddy) dumb dumb
(and here we go) Here we go! HERE WE HERE WE HERE WE GO
A lot (of niggas) bitin (off my) old style flow
But up off the subject, you know I shut em down an'
I think I seen em sinkin matter fact I seen em drownin
(Yo who kicks the flavor?) DJ Run'll keep you guessin
Here's a little tip, it's the Tribe for your Quest'n
Two-seven and I'm representin, comin from HOLLIS
Queens is what I mean, Ma Dukes is cookin COLLARDS
Feelin like , and matched up sticks
Down With the King, and we swing it on the mix
Of a funky funky (new new) b-boy sound
So come on everybody let's all get down
Chorus

Break backs, make tracks, take acts and wax a nigga
That lacks take gats tap at the trigga
D.M.C. you see I got a little bigga
Jam Master Jay a with the zigga-zigga
Produce, bamboost, let loose the sound
No groups or troops could boo me down
I slam and jam, command the land
Don't give a damn they ban, my band will stand
I come to you all knew my crew is true
Do what I do, I do since eighty-two
I got the rhyme, get mine, I got to climb
I won't retire, get higher, I won't resign
I'm here to stay okay won't fade away
I'm movin past the past I last all day
So here we go, I flow, you know the sound
So check the show, and yo, let's all get down
Chorus
.. yes yes y'all, a we don't stop (8X)

So come on and flip for me, grip and slip into a hipper tone
Not on the dull your skull, cause Run'll rip a dope
Snare on the tear, rare you never heard this
This service served you well and I can tell you're gettin nervous
Run, here it come, get some, it's on the diddy-dumb
See a silly soft sucker done up by another Run
Rowdy then you're audi gotta go don't want to be us
Torn then you're gone, WORD BOND, none can see us
Hop-along on your way, skip-along little Skippy
'fore I fly that box, me bust you all upper-lippy
Chorus 2X

Tribe Called Quest, and you don't stop
The Midnight Marauders, yeah you don't stop
Phife Diggidy, yeah you don't stop
Ali Shaheed, c'mon you don't stop
Big Lightro, yeah you don't stop
Check it on out, because you don't stop
To my niggas out on Linden, you don't stop
The hardheads in effect, you don't stop
And to my niggas in Hollis, you don't stop
All the kids up on Farmers, you don't stop
And to my peoples uptown, you don't stop
And all my peoples up in Brooklyn, you don't stop
And all my peoples in the Bronx, you don't stop
Zulu in effect, you don't stop
And to my people out West, you don't stop
A Run-D.M.C., gettin mad props
Check it on out, thanks to Run
And thanks to D, and JMJ
We on the way, up to the top
Never ever stop, gettin mad props, check it out

""Then I'm out like shout, ooh-ahh, ooh-ahh
OOH-AHH, OOH-AHH! There it is Baby Pah..""", mic checka  yes yall and i am the grand imperial wizard dmc and youre going to be in<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0," mic checka..  yes yall, and i am.. the grand, imperial wizard.. d.m.c.. and youre going to be in...",5.0,5,1
